,Rank,Team,Index,Wins,Losses,Points
64,59,Utah,37.8274348614617,1,0,3
28,60,UCF,37.73293607592506,1,0,3
227,61,Western Ky.,37.72758465111102,1,0,3
237,62,Arizona,37.68811865021622,1,0,3
110,63,Marshall,37.54272936842297,1,0,3
46,64,Tulane,37.53247074679352,1,0,3
222,65,Southern Miss.,37.5150802026241,1,0,3
180,66,New Mexico St.,37.352468739493524,1,0,3
224,67,Georgia St.,37.20578246715508,1,0,3
155,68,Middle Tenn.,37.15412480461164,1,0,3
278,69,Troy,37.08558123811507,1,0,3
96,70,Cincinnati,37.05576061946913,1,0,3
40,71,NC State,36.86065595744785,1,0,3
195,72,Georgia,36.75421921395625,1,0,3
90,73,Tennessee,36.7163718362778,1,0,3
12,74,Morehead St.,36.70783217280697,7,5,21
36,75,Central Mich.,36.705907284935996,1,0,3
212,76,Miami (FL),36.693004568194986,1,0,3
168,77,Utah St.,36.30099807801413,1,0,3
104,78,App State,36.169345840853765,1,0,3
111,79,Stony Brook,36.128747739883785,8,4,24
289,80,Oklahoma,36.07431790096373,1,0,3
272,81,Clark Atlanta,35.99649693426653,1,0,3
54,82,UAB,35.94743267314911,1,0,3
97,83,Towson,35.9188096123972,7,5,21
165,84,Southern U.,35.912605406336034,8,5,24
232,85,Vanderbilt,35.91194269037717,1,0,3
233,86,North Texas,35.87772641802208,1,0,3
280,87,Syracuse,35.86144408244308,1,0,3
170,88,Texas St.,35.82507263907361,1,0,3
223,89,Coastal Carolina,35.80214847100104,1,0,3
151,90,Arkansas St.,35.57088808205113,1,0,3
192,91,Texas A&M,35.30084662896209,1,0,3
230,92,Rice,35.19745052092592,1,0,3
74,93,Duke,35.177636853664545,1,0,3
244,94,Ohio,34.907025329016356,1,0,3
135,95,Oregon St.,34.89025640520194,1,0,3
4,96,Southeast Mo. St.,34.66385689262743,9,5,27
38,97,Buffalo,34.6568379252517,1,0,3
100,98,Air Force,34.56154650597009,1,0,3
159,99,Auburn,34.5324524189464,1,0,3
102,100,Iowa St.,34.529858171289106,1,0,3
176,101,Louisiana,34.26903110330338,1,0,3
80,102,Navy,34.19344944111548,1,0,3
172,103,BYU,34.10717594485934,1,0,3
235,104,TCU,34.10429206048081,1,0,3
275,105,UTSA,34.03974998708046,1,0,3
294,106,South Carolina,34.00403093674887,1,0,3
243,107,Michigan St.,33.999926455104905,1,0,3
8,108,Hawaii,33.951768487901326,2,0,6
52,109,Kansas,33.90242533185216,1,0,3
190,110,UConn,33.78767499509011,1,0,3
270,111,Eastern Mich.,33.75359713082765,1,0,3
271,112,Nevada,33.693686214845,1,0,3
273,113,Pittsburgh,33.59641465585007,1,0,3
98,114,Washington St.,33.475132537890325,1,0,3
178,115,SMU,33.4377253789295,1,0,3
156,116,Tennessee Tech,33.42555318510263,7,5,21
279,117,Boise St.,33.41251557296388,1,0,3
211,118,West Virginia,33.39281140954905,1,0,3
106,119,NIU,33.322084095407575,1,0,3
226,120,Florida,33.22593033742749,1,0,3
293,121,Clemson,33.18569765902931,1,0,3
213,122,James Madison,33.18100982753982,1,0,3
188,123,Indiana,33.146379864447695,1,0,3
174,124,Louisiana Tech,32.98578337054256,1,0,3
108,125,Northern Ariz.,32.92057696093742,8,5,24
258,126,Nebraska,32.87191936441235,1,0,3
231,127,LSU,32.86960854411084,1,0,3
78,128,Louisville,32.7509601394002,1,0,3
47,129,Southeastern La.,32.74151243823675,7,5,21
76,130,Purdue,32.654171161138144,1,0,3
282,131,Fla. Atlantic,32.61667100389976,1,0,3
247,132,Charlotte,32.45407579179194,1,0,3
127,133,Liberty,32.367548970221065,1,0,3
10,134,Rutgers,32.337427305778796,1,0,3
147,135,Memphis,32.11994490872937,1,0,3
225,136,Stanford,32.01690644719762,1,0,3
62,137,Illinois,31.974730985795606,1,0,3
65,138,Southern Utah,31.894537478661313,7,5,21
238,139,Fresno St.,31.860210029308675,1,0,3
126,140,East Carolina,31.7571564107832,1,0,3
44,141,Arkansas,31.69280559420503,1,0,3
257,142,Northwestern,31.488863281350433,1,0,3
249,143,Akron,31.472952540011118,1,0,3
34,144,Bowling Green,31.47010968351625,1,0,3
41,145,Western Caro.,31.441030300026657,7,5,21
137,146,South Fla.,31.362520303095522,1,0,3
184,147,Washington,31.343177407029078,1,0,3
153,148,Ole Miss,31.290212129378315,1,0,3
163,149,San Diego St.,31.203745142325758,1,0,3
251,150,Western Mich.,31.013726750580574,1,0,3
68,151,San Jose St.,30.98024816106766,1,0,3
7,152,Florida A&M,30.788766635023926,7,5,21
30,153,Wake Forest,30.710807205109486,1,0,3
37,154,Central Conn. St.,30.70989797170197,7,6,21
197,155,UNLV,30.39151692744566,1,0,3
221,156,Colorado St.,29.98035983098629,1,0,3
290,157,Kentucky,29.96989747712317,1,0,3
91,158,Chattanooga,29.898440210842455,7,5,21
60,159,Missouri,29.693861549119983,1,0,3
105,160,ETSU,29.638753063179827,7,5,21
239,161,South Alabama,29.605678459427725,1,0,3
292,162,Florida St.,29.487496411498878,1,0,3
245,163,Georgia Tech,29.005501224159342,1,0,3
56,164,Tulsa,28.41288222155451,1,0,3
48,165,SFA,27.17931293713012,7,5,21
169,166,Robert Morris,25.75299715417718,7,5,21
67,167,Monmouth,25.704548214958894,6,6,18
55,168,Alcorn,24.92515702861745,6,6,18
140,169,Holy Cross,24.702146772023386,6,6,18
24,170,William & Mary,24.51057872481234,7,5,21
255,171,Augustana (SD),24.423635240812427,0,1,0
220,172,Lane,24.39453240863544,0,1,0
51,173,Northern St.,23.878865767424024,0,1,0
287,174,Fort Valley St.,23.292691373089237,0,1,0
171,175,Lamar University,23.27137719928688,7,5,21
261,176,West Va. Wesleyan,22.82424782456155,0,1,0
246,177,Hanover,22.665334681306877,0,1,0
203,178,Central Wash.,22.373069562551834,0,1,0
208,179,Ky. Christian,22.27715369470637,0,1,0
93,180,Upper Iowa,22.257838478902976,0,1,0
13,181,Central St. (OH),22.195843802425905,0,1,0
75,182,Elon,22.119491553403844,6,6,18
72,183,Maine,22.09296392815606,5,7,15
23,184,Presbyterian,21.995306765283857,6,6,18
229,185,Savannah St.,21.9878846441271,0,1,0
49,186,North American,21.310951695270024,0,1,0
205,187,UVA Wise,21.29542104158536,0,1,0
152,188,Central Ark.,21.273649577221036,6,6,18
82,189,Dayton,21.158506210412796,6,5,18
186,190,Alabama St.,21.132697995318015,7,5,21
1,191,McNeese,20.7074193706113,6,6,18
256,192,Edward Waters,20.418530105947774,0,1,0
89,193,Davidson,20.27035896133858,6,5,18
216,194,Catawba,20.039979273325162,0,1,0
252,195,Point U.,19.98479167762051,0,1,0
241,196,Black Hills St.,19.974454894300223,0,1,0
2,197,New Mexico,19.952352372562306,0,1,0
214,198,Miles,19.880690633601954,0,1,0
285,199,Lincoln (PA),19.855956100760686,0,1,0
254,200,Georgetown (KY),19.480725524306052,0,1,0
219,201,Kentucky St.,19.274200785908114,0,1,0
122,202,Morgan St.,18.813361673690938,6,6,18
253,203,La. Christian,18.81177565816234,0,1,0
16,204,St. Thomas (MN),18.69464154831554,6,6,18
286,205,Buffalo St.,18.53070705007468,0,1,0
142,206,Texas Southern,18.4522550840103,5,6,15
39,207,Lafayette,18.21051602258058,6,6,18
206,208,Virginia Union,18.090605456665855,0,1,0
240,209,North Greenville,18.044222197842934,0,1,0
199,210,Wyoming,17.974931837348468,0,1,0
277,211,Penn,17.936840910921752,4,6,12
284,212,McKendree,17.648024294913025,0,1,0
259,213,Ind. Wesleyan,17.63847017968793,0,1,0
103,214,North Dakota,17.50812533623952,5,7,15
193,215,St. Anselm,17.449129472538377,0,1,0
160,216,Alabama A&M,17.282728860752407,6,6,18
269,217,Roosevelt,17.2413800381315,0,1,0
283,218,Kennesaw St.,17.017835299718417,0,1,0
21,219,Wofford,17.016011579907204,5,7,15
266,220,Cornell,16.455144977796014,4,6,12
288,221,Shorter,16.379612815601877,0,1,0
101,222,Merrimack,16.36706468047263,5,6,15
53,223,Lindenwood,16.007915745737197,5,7,15
204,224,Virginia St.,15.831251792894507,0,1,0
136,225,Idaho St.,15.451411243195597,5,7,15
236,226,UTEP,15.432107974818749,0,1,0
276,227,FIU,15.21671378250303,0,1,0
234,228,Ark. Baptist,15.208559285285116,0,1,0
173,229,Southern Ill.,14.997347703988495,4,8,12
202,230,Franklin Pierce,14.98740584895909,0,1,0
81,231,Bucknell,14.808856982676556,6,6,18
27,232,Mercyhurst,14.622998208286997,4,7,12
15,233,Youngstown St.,14.420296631911466,4,8,12
66,234,Eastern Wash.,14.389538717240843,4,8,12
179,235,Houston Christian,14.264639631788322,5,7,15
145,236,UAlbany,14.248317873829164,4,8,12
218,237,Erskine,14.097187019867109,0,1,0
215,238,Tuskegee,13.867223737540902,0,2,0
146,239,LIU,13.744357594498817,4,8,12
207,240,Warner,13.694505909712575,0,1,0
121,241,Hampton,13.650710251039145,5,7,15
83,242,Saint Francis,13.325977402597006,4,7,12
26,243,Wheeling,13.214420491182267,0,1,0
177,244,Grambling,13.156686886567059,5,7,15
263,245,Princeton,13.131284467787033,3,7,9
217,246,Winston-Salem,12.863652562425449,0,1,0
196,247,Kent St.,12.458036979208172,0,1,0
118,248,Samford,12.338760153200191,4,7,12
125,249,The Citadel,12.311074082867812,5,7,15
88,250,Georgetown,12.307951681245898,5,6,15
265,251,Brown,12.160616222800723,3,7,9
107,252,Western Ill.,12.142126508671408,4,8,12
99,253,Portland St.,12.056630164899914,3,8,9
210,254,Western Ore.,11.687372139332581,0,2,0
141,255,Prairie View,11.671968212401316,5,7,15
114,256,UNI,11.505998179983127,3,9,9
242,257,Morehouse,11.489526932921201,0,1,0
20,258,Gardner-Webb,11.48092156720971,4,8,12
123,259,Sacred Heart,11.394378728355534,5,6,15
115,260,Valparaiso,10.762921213912108,4,7,12
175,261,Nicholls,10.35931776967171,4,8,12
120,262,Ave Maria,10.226993455376347,0,2,0
84,263,Wagner,9.974059008999046,4,8,12
11,264,Howard,9.868113960760095,4,8,12
109,265,Lincoln (CA),9.705151050348132,0,3,0
5,266,North Ala.,9.58219907896394,3,9,9
77,267,Indiana St.,9.512680425719852,4,8,12
79,268,Austin Peay,9.45796325863421,4,8,12
128,269,Campbell,8.344506576853657,3,9,9
117,270,West Ga.,8.315017842549748,4,7,12
167,271,Cal Poly,7.737600301821702,3,8,9
185,272,Weber St.,7.596268395742301,4,8,12
63,273,Eastern Ill.,7.490584830946679,3,9,9
6,274,Norfolk St.,7.019953775695914,4,8,12
69,275,Sacramento St.,6.7259896469981335,3,9,9
85,276,Virginia-Lynchburg,6.407697399576298,0,6,0
45,277,Ark.-Pine Bluff,6.092921221446761,3,9,9
154,278,Furman,6.073444910252086,3,8,9
19,279,Bryant,5.951089179601049,2,10,6
164,280,East Texas A&M,5.668765124892551,3,9,9
73,281,Colgate,5.043278599671874,2,10,6
35,282,Fordham,5.019346264683588,2,10,6
138,283,Bethune-Cookman,4.984470236875096,2,10,6
119,284,Stetson,4.079944063011361,2,9,6
200,285,Stonehill,3.657767751946092,1,10,3
61,286,Murray St.,3.291320070120865,1,11,3
144,287,Northern Colo.,3.2557068444163395,1,11,3
31,288,N.C. A&T,3.227125843849056,1,11,3
183,289,Utah Tech,3.0492893348836168,1,11,3
9,290,Delaware St.,2.558225164614867,1,11,3
124,291,Charleston So.,2.5239387010920518,1,11,3
191,292,Marist,2.507737701028875,1,10,3
134,293,Mississippi Val.,2.1258516548585007,1,11,3
25,294,VMI,1.9952744298126788,1,11,3
57,295,Northwestern St.,0.8245001195172182,0,12,0
